Temperature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,SDI,Level
38,61.96,53.87,55.31,34.21,19.55,20.87,Low
39,29.02,12.37,8.11,48.51,13.1,71.03,High
26,48.42,47.66,42.07,36.37,19.21,9.47,Healthy
40,26.5,11.67,14.1,49.55,28.7,72.98,High
25,29.13,61.7,39.3,48.49,24.04,28.2,Low
24,62.69,46.46,35.61,33.06,21.24,7.17,Healthy
36,34.23,14.02,16.74,12.54,3.82,70.67,High
29,56.13,63.17,22.57,30.94,5.55,26.84,Low
30,71.19,41.94,21.29,49.01,26.58,29.49,Low
39,31.39,10.57,32.6,6.91,1.04,78.59,High
25,64.08,60.85,50.25,36.94,17.11,8.27,Healthy
26,61.87,50.33,45.02,48.52,21.95,7.75,Healthy
25,56.28,48.66,56.21,44.78,28.84,8.92,Healthy
23,53.15,52.77,52.26,35.81,20.63,7.74,Healthy
37,56.87,14.81,54.87,46.43,13.73,40.9,Moderate
26,65.14,53.91,55.73,28.43,23.34,8.66,Healthy
35,25.96,64.08,31.76,28.13,24.75,43.5,Moderate
24,60.83,53.3,44.96,45.78,21.23,7.26,Healthy
29,39.97,54.3,46.07,23.09,18.53,21.78,Low
25,55.85,60.67,5.28,45.33,13.02,25.19,Low
36,34.93,11.76,22.06,6.87,2.82,74.17,High
21,51.25,65.06,32.81,23.09,26.47,25.85,Low
26,58.22,58.21,45.47,29.32,18.49,8.18,Healthy
38,33.66,14.06,24.85,6.59,8.19,72.19,High
25,57.88,57.01,43.96,45.69,18.71,8.55,Healthy
26,55.37,51.04,26.93,34.42,20.57,8.96,Healthy
23,62.84,48.5,52.34,43.73,20.55,7.39,Healthy
35,31.64,24.84,13.64,5.84,5.16,70.16,High
27,52.31,12.19,56.29,32.36,23.3,27.15,Low
39,79.22,23.31,58.18,23.13,18.74,46.51,Moderate
27,55.38,50.36,38.74,31.55,27.96,9.86,Healthy
24,26.63,45.92,30.69,26.24,12.81,28.18,Low
36,24.19,48.94,8.74,9.94,16.44,56.55,Moderate
23,25.46,37.76,49.66,32.35,20.69,26.52,Low
25,55.36,50.42,36.58,39.72,26.19,7.27,Healthy
27,48.81,24.68,34.65,42.1,18.39,25.43,Low
40,21.9,17.81,6.34,28.04,27.23,71.23,High
36,24.25,19.98,9.14,11.87,9.39,72.65,High
25,60.44,57.54,42.74,32.98,12.98,7.16,Healthy
40,24.61,22.12,7.73,49.38,7.18,73.4,High
37,25.75,14.14,20.34,8.93,25.52,71.51,High
40,28.32,19.26,7.71,34.62,1.42,71.85,High
40,27.61,30.93,28.55,8.16,2.55,70.79,High
25,69.73,58.91,22.97,11.7,18.39,25.78,Low
40,26.16,15.22,6.59,37.52,8.91,70.94,High
21,51.66,52.45,59.07,21.06,18.22,16.9,Low
40,31.45,12.07,13.74,5.3,11.5,80.05,High
38,28.83,14.73,18.56,7.79,2.4,79.24,High
31,37.21,12.04,56.19,39.2,1.35,48.82,Moderate
22,54.15,59.33,34.56,18.38,12.01,22.87,Low
39,41.01,12.46,24.16,11.37,2.21,71.38,High
36,30.54,10.46,5.37,11.84,1.79,80.68,High
27,58.81,51.9,30.82,30.63,25.11,9.9,Healthy
26,55.01,52.86,46.97,36.14,17.59,6.01,Healthy
25,64.09,14.29,54.3,48.91,9.28,28.94,Low
27,64.91,49.31,51.24,45.78,24.67,9.88,Healthy
26,48.92,30.89,32.43,25.52,27.85,24.68,Low
25,61.66,57.5,46.08,39.49,22.27,6.16,Healthy
24,70.29,45.99,51.49,34.06,20.91,8.74,Healthy
24,56.8,48.31,55.0,26.56,25.7,8.01,Healthy
25,63.24,46.25,46.95,38.53,19.23,4.4,Healthy
39,78.25,16.9,8.88,6.76,14.58,70.64,High
23,60.16,46.55,58.47,46.06,17.42,9.34,Healthy
38,58.09,27.16,11.62,44.92,8.83,46.82,Moderate
37,35.72,16.4,9.93,6.16,8.26,74.34,High
36,25.43,16.71,12.91,23.36,1.35,70.81,High
26,53.79,48.6,57.72,37.44,24.51,7.47,Healthy
25,41.75,25.09,39.43,35.87,25.87,24.7,Low
26,62.25,47.74,40.97,30.85,16.91,6.12,Healthy
23,63.82,53.96,41.19,30.69,17.84,8.84,Healthy
27,55.35,48.38,51.78,40.55,11.32,9.96,Healthy
24,21.21,38.49,47.05,36.34,12.84,28.98,Low
26,71.34,25.64,31.35,36.22,23.75,23.54,Low
24,56.73,49.52,59.5,46.09,20.41,7.85,Healthy
24,64.1,63.24,53.9,17.04,25.23,18.62,Low
38,42.9,29.93,20.71,33.7,26.62,44.68,Moderate
35,63.68,10.33,37.23,34.39,20.75,37.06,Moderate
25,54.81,44.13,49.21,45.56,14.99,9.95,Healthy
40,72.71,13.72,16.81,5.6,10.7,70.33,High
38,25.21,16.8,5.52,9.93,16.74,76.03,High
20,46.37,48.44,15.62,42.74,7.62,29.65,Low
29,59.54,49.4,52.74,45.01,20.54,8.99,Healthy
26,59.32,43.67,47.44,35.6,25.71,6.58,Healthy
24,57.49,46.76,41.68,41.9,23.31,7.55,Healthy
40,77.36,13.74,18.59,6.68,28.32,70.72,High
26,65.43,47.93,38.45,44.37,18.26,9.62,Healthy
26,30.06,14.65,29.11,21.2,29.54,46.0,Moderate
22,65.96,49.57,41.23,34.03,25.75,9.93,Healthy
21,76.61,54.82,46.11,9.51,28.71,31.0,Moderate
25,37.89,52.24,21.88,32.25,15.67,19.93,Low
24,65.78,35.01,7.31,17.91,18.28,30.25,Moderate
24,58.27,49.1,39.94,48.03,25.1,9.58,Healthy
25,50.72,41.95,55.64,35.92,20.31,9.33,Healthy
36,28.31,15.97,12.91,15.55,4.89,71.51,High
38,37.61,10.77,20.11,7.75,24.61,69.17,Moderate
40,28.33,16.95,6.43,10.1,18.38,76.13,High
24,61.17,50.94,47.79,32.17,25.53,4.42,Healthy
27,78.53,52.43,8.02,37.51,7.04,30.27,Moderate
40,26.94,13.21,9.89,8.68,19.63,78.05,High
40,40.27,11.12,20.91,11.66,9.39,70.12,High
36,24.46,44.45,38.51,5.73,1.43,60.27,Moderate
21,43.25,66.42,10.86,29.94,18.5,33.55,Moderate
23,71.59,18.57,47.93,36.66,12.29,26.89,Low
25,59.82,55.39,38.88,21.01,17.72,9.52,Healthy
37,66.87,12.54,7.5,10.4,3.34,68.66,Moderate
36,69.19,46.05,45.26,43.9,4.69,30.8,Moderate
31,59.91,47.33,23.58,43.82,10.21,20.96,Low
30,41.86,54.01,7.81,6.1,20.69,43.61,Moderate
22,52.05,59.85,12.77,38.59,10.92,26.22,Low
37,29.82,12.11,7.87,11.89,20.21,71.79,High
23,42.39,52.55,24.91,34.75,4.99,24.59,Low
25,57.44,46.85,35.4,46.96,23.98,9.89,Healthy
30,76.86,49.52,18.68,7.1,28.48,38.99,Moderate
23,59.63,29.35,56.17,11.09,9.19,28.47,Low
37,38.13,11.38,8.2,6.04,4.56,78.72,High
40,26.52,13.03,8.35,13.11,14.83,77.29,High
40,52.24,35.63,7.29,36.09,10.39,46.34,Moderate
22,24.72,47.62,31.3,33.44,8.2,30.97,Moderate
34,47.69,30.07,10.17,16.5,23.96,46.93,Moderate
36,47.04,62.86,49.14,33.39,13.5,29.65,Low
38,33.08,11.03,21.44,6.54,6.48,76.17,High
36,78.02,60.47,40.31,30.5,25.04,32.33,Moderate
35,72.78,68.14,52.6,7.31,4.07,49.38,Moderate
24,48.01,34.7,32.95,35.06,4.06,25.08,Low
38,22.76,31.69,11.28,8.98,1.21,76.55,High
38,24.1,10.53,30.95,12.09,6.94,73.83,High
37,79.23,16.74,36.29,36.89,17.32,45.13,Moderate
23,20.25,56.04,55.06,32.32,7.31,31.5,Moderate
22,54.87,47.33,46.98,36.03,20.76,8.29,Healthy
26,73.78,32.72,31.55,25.34,15.25,24.12,Low
40,20.44,58.95,8.72,11.47,6.84,71.26,High
40,23.09,13.45,12.64,31.55,3.78,74.31,High
30,25.85,51.69,13.33,19.56,2.75,47.56,Moderate
24,62.44,51.64,58.52,35.47,10.32,7.83,Healthy
35,67.01,44.57,6.33,43.07,17.23,34.41,Moderate
26,53.03,48.59,42.33,44.63,23.57,9.91,Healthy
40,28.36,21.11,44.09,9.9,1.83,71.01,High
29,21.75,21.86,20.24,46.8,26.6,51.01,Moderate
36,30.71,31.98,39.74,17.06,4.28,53.62,Moderate
40,54.6,13.3,5.57,8.64,6.34,71.61,High
40,35.61,20.87,9.01,16.16,7.78,70.14,High
28,60.51,46.96,48.19,33.52,15.59,7.08,Healthy
20,57.41,41.08,51.23,42.87,18.77,14.65,Low
21,48.82,44.31,9.28,41.94,29.49,29.73,Low
26,63.21,43.39,24.0,15.75,22.06,19.91,Low
27,49.83,22.43,58.07,39.55,29.36,26.6,Low
34,71.59,10.08,20.86,23.35,26.48,49.9,Moderate
40,77.52,14.2,25.44,23.15,10.13,59.01,Moderate
26,59.71,55.01,53.23,27.07,12.12,8.74,Healthy
25,61.37,65.77,44.7,33.96,18.61,9.37,Healthy
40,23.28,11.26,11.22,44.82,21.48,70.99,High
25,51.51,47.8,31.73,29.55,18.8,9.97,Healthy
23,59.58,37.62,37.27,22.3,23.31,15.8,Low
28,50.37,24.39,13.93,43.51,12.76,35.26,Moderate
20,55.59,51.16,57.24,22.31,20.82,14.49,Low
36,23.56,28.36,27.22,7.27,1.45,70.58,High
29,70.64,17.74,23.84,11.88,22.32,43.0,Moderate
40,57.74,56.21,38.91,46.75,22.06,29.81,Low
38,29.65,17.08,16.24,7.51,17.63,70.86,High
40,31.62,11.63,19.9,6.28,3.09,82.21,High
34,50.43,48.74,43.42,32.56,26.11,20.17,Low
39,32.63,31.84,5.18,13.2,4.29,70.42,High
29,62.54,14.03,17.27,22.97,22.79,36.86,Moderate
23,65.25,50.98,41.68,24.38,20.22,9.97,Healthy
27,60.24,50.17,46.47,39.22,10.78,7.07,Healthy
24,62.04,53.45,53.52,28.02,29.99,9.57,Healthy
37,20.76,16.84,6.54,5.7,16.72,79.5,High
27,59.6,51.7,47.12,32.05,9.86,8.0,Healthy
28,24.9,65.13,41.66,46.97,9.05,37.97,Moderate
23,64.72,47.87,42.34,36.86,14.16,8.8,Healthy
23,48.18,56.79,53.24,48.84,24.38,17.94,Low
35,59.74,51.35,54.58,44.83,1.19,26.49,Low
22,44.06,10.62,34.32,8.26,8.11,51.5,Moderate
25,61.1,61.12,48.79,33.58,11.87,8.91,Healthy
27,34.23,35.38,27.04,31.44,20.61,28.2,Low
29,48.17,46.47,12.57,36.14,24.95,24.07,Low
31,49.89,68.2,31.0,11.48,29.79,39.51,Moderate
29,59.3,17.07,52.1,38.4,11.42,25.66,Low
37,25.91,15.13,20.11,10.73,12.36,70.69,High
34,54.52,18.27,29.81,30.14,6.54,40.95,Moderate
22,41.25,28.86,27.41,39.36,4.89,35.9,Moderate
39,63.59,27.45,6.27,21.71,28.14,51.02,Moderate
26,58.8,57.16,40.49,34.16,20.89,6.92,Healthy
28,73.73,47.39,22.6,28.48,1.54,28.64,Low
26,43.08,17.44,49.15,33.42,23.96,27.17,Low
26,41.82,17.45,29.38,42.85,6.63,38.14,Moderate
37,21.23,54.34,44.77,15.4,23.2,46.62,Moderate
36,71.73,51.69,39.63,35.05,26.9,24.82,Low
23,70.24,51.84,55.01,35.25,18.93,9.32,Healthy
21,34.81,30.21,41.47,9.77,10.83,43.55,Moderate
39,32.36,12.26,29.17,5.71,6.99,75.11,High
33,79.57,11.86,39.66,21.5,1.13,54.62,Moderate
26,74.73,66.87,25.57,21.93,13.67,28.35,Low
24,22.63,49.49,35.19,21.32,21.38,27.49,Low
26,62.74,47.3,43.94,36.77,18.25,5.16,Healthy
25,55.99,42.74,32.4,48.66,19.95,13.38,Low
25,65.29,56.74,50.03,40.37,20.87,7.24,Healthy
38,21.5,26.77,5.45,12.56,6.02,76.36,High
21,56.43,48.92,55.77,41.35,20.69,9.77,Healthy
30,50.09,67.79,31.81,39.38,12.29,27.04,Low
20,77.48,35.41,46.7,40.04,20.0,23.99,Low
26,64.74,50.13,49.18,38.79,25.54,5.93,Healthy
22,60.38,53.59,50.47,35.26,17.01,6.59,Healthy
33,27.56,69.24,33.06,26.17,14.53,43.29,Moderate
32,52.79,11.87,42.93,46.76,29.91,39.97,Moderate
26,73.73,58.12,19.21,25.63,19.09,22.22,Low
40,33.33,11.39,14.72,9.9,23.34,73.69,High
38,20.29,18.64,20.4,17.58,1.94,74.92,High
26,69.87,50.66,55.8,26.41,22.53,9.94,Healthy
28,57.99,51.31,39.14,30.54,21.04,8.16,Healthy
39,28.97,32.67,24.33,6.62,2.35,70.46,High
26,46.99,56.97,37.4,23.92,22.56,17.05,Low
36,66.51,41.28,59.82,47.93,18.82,27.97,Low
34,68.06,65.74,18.56,17.23,17.36,38.7,Moderate
23,59.69,47.62,44.07,41.75,9.62,9.96,Healthy
23,47.1,45.89,30.85,27.31,9.78,20.33,Low
37,50.76,15.15,59.41,34.6,2.67,47.36,Moderate
29,71.63,69.96,22.09,41.32,29.14,31.92,Moderate
26,65.43,51.27,40.26,38.34,21.18,6.67,Healthy
39,20.13,24.96,15.82,11.33,29.73,73.51,High
25,28.28,39.76,42.86,27.47,26.33,25.46,Low
25,60.04,53.24,21.81,32.91,21.6,8.49,Healthy
31,52.61,38.31,49.39,13.01,13.37,28.88,Low
25,68.28,48.23,37.37,33.64,20.61,7.13,Healthy
23,52.84,49.38,48.91,32.47,20.28,6.99,Healthy
30,66.14,12.41,12.98,12.54,27.75,50.22,Moderate
24,54.21,43.07,46.81,27.86,12.71,11.88,Low
25,60.19,52.75,28.61,33.79,28.04,8.34,Healthy
38,25.52,23.77,14.14,10.95,12.14,70.03,High
25,60.36,49.1,25.44,38.46,21.29,6.55,Healthy
33,57.43,59.38,49.05,23.75,7.68,24.96,Low
35,64.42,34.76,7.44,27.75,18.26,36.98,Moderate
38,21.0,16.89,5.28,22.22,11.71,72.92,High
40,20.95,20.73,23.14,6.71,4.69,80.5,High
27,76.57,64.24,57.32,9.67,5.24,36.89,Moderate
23,62.15,55.15,35.97,37.59,23.18,9.56,Healthy
23,22.26,42.75,54.27,16.25,12.39,35.29,Moderate
25,74.67,32.34,15.68,25.93,1.38,36.17,Moderate
40,24.09,17.89,11.26,13.16,20.53,73.6,High
35,26.83,10.35,9.5,13.74,29.98,73.15,High
24,58.46,47.19,36.68,29.93,19.76,6.63,Healthy
40,45.26,55.74,54.98,43.82,7.71,37.92,Moderate
26,53.45,55.6,44.37,41.12,18.01,9.67,Healthy
39,26.49,16.52,22.0,25.71,1.21,70.14,High
25,66.32,49.76,58.82,32.14,27.63,7.19,Healthy
20,38.54,19.27,20.6,39.05,2.26,48.62,Moderate
23,58.47,40.8,53.31,30.91,21.35,9.22,Healthy
26,65.27,49.93,57.29,27.82,16.39,7.36,Healthy
35,78.23,62.6,48.87,30.68,8.78,33.82,Moderate
27,59.71,52.95,55.99,35.2,14.19,6.48,Healthy
26,44.21,35.86,56.47,42.03,12.1,21.18,Low
20,48.4,41.1,59.39,18.25,26.99,26.46,Low
36,42.92,11.85,43.19,48.75,3.31,55.31,Moderate
24,59.74,53.25,50.13,35.43,26.85,5.12,Healthy
38,25.3,10.04,16.63,15.89,4.4,77.36,High
26,56.73,53.12,43.59,28.19,18.86,6.98,Healthy
33,45.21,56.4,36.94,8.9,24.33,36.44,Moderate
31,63.72,48.63,12.46,42.4,3.38,29.72,Low
34,61.18,44.37,46.19,30.06,10.49,20.0,Low
25,70.03,49.99,55.06,44.4,13.68,9.91,Healthy
26,71.9,67.8,58.61,45.36,12.14,22.76,Low
27,55.67,54.68,54.98,37.25,17.03,8.52,Healthy
34,31.92,45.87,39.33,38.66,26.28,31.98,Moderate
25,35.04,19.7,40.46,38.78,1.55,38.41,Moderate
25,79.52,15.07,50.74,27.34,28.76,32.09,Moderate
28,67.13,23.16,24.5,8.27,10.49,42.34,Moderate
27,57.18,48.69,53.23,31.57,22.13,5.91,Healthy
39,37.59,11.95,11.9,44.48,1.73,70.27,High
38,25.58,43.28,7.75,46.82,15.51,54.33,Moderate
30,33.79,17.57,42.98,25.42,23.27,40.14,Moderate
38,24.09,25.12,8.58,9.29,20.31,70.96,High
39,68.89,25.94,41.03,16.48,17.56,43.98,Moderate
32,39.64,55.18,42.31,47.52,14.45,28.51,Low
20,56.03,51.57,36.88,7.82,22.51,24.83,Low
37,21.55,30.69,9.05,8.62,4.49,75.2,High
26,36.56,46.6,55.81,32.52,17.74,16.08,Low
22,57.74,46.6,37.03,37.11,23.65,9.87,Healthy
39,45.39,14.15,38.5,37.09,19.6,45.86,Moderate
26,70.27,50.05,48.1,30.22,22.48,8.0,Healthy
22,36.3,27.96,26.29,37.05,15.06,33.26,Moderate
31,70.43,39.99,43.34,20.52,17.3,24.48,Low
34,28.16,27.2,12.43,8.45,19.55,61.61,Moderate
35,38.32,35.53,7.43,26.04,7.64,50.5,Moderate
22,75.17,11.84,26.71,9.18,6.23,53.12,Moderate
23,65.0,53.33,40.96,20.03,22.16,13.63,Low
37,25.47,58.1,50.31,46.72,24.46,42.04,Moderate
26,41.27,43.2,20.58,18.83,11.19,29.73,Low
37,75.52,10.56,12.61,11.13,5.18,70.2,High
25,59.93,59.0,54.13,33.24,23.68,5.89,Healthy
25,56.28,57.22,46.76,24.01,21.77,9.31,Healthy
37,26.91,16.89,17.12,9.99,27.37,70.75,High
26,56.27,51.8,59.18,41.76,18.77,7.04,Healthy
35,68.78,34.84,20.72,30.71,10.98,35.87,Moderate
22,67.54,62.35,15.14,26.8,29.1,27.89,Low
37,36.59,11.3,6.2,6.0,28.13,76.2,High
39,37.56,39.82,16.24,10.77,28.91,57.16,Moderate
40,22.81,11.94,15.68,14.04,4.99,81.42,High
22,67.52,49.74,46.96,32.21,15.79,9.51,Healthy
28,59.36,12.61,31.93,43.09,27.07,30.48,Moderate
26,54.07,46.43,56.02,41.59,16.04,9.14,Healthy
26,66.7,48.95,56.86,26.92,13.83,9.78,Healthy
24,64.33,54.21,57.52,26.62,24.06,9.61,Healthy
23,57.19,48.91,38.13,30.06,20.37,7.38,Healthy
20,24.08,10.89,6.56,5.64,26.35,72.64,High
24,25.73,54.84,39.81,34.2,21.55,22.55,Low
37,20.49,28.15,6.83,5.11,1.85,82.28,High
40,37.54,17.46,17.52,16.72,1.94,71.07,High
23,59.75,48.67,36.66,32.29,21.7,6.18,Healthy
30,31.77,37.39,19.29,30.54,2.87,43.09,Moderate
23,55.99,50.38,46.4,47.54,16.77,9.85,Healthy
20,69.52,68.13,58.54,46.57,26.92,27.18,Low
37,22.92,26.84,13.5,9.29,7.5,72.32,High
38,34.72,14.73,22.39,29.9,2.11,63.27,Moderate
40,26.54,69.05,28.7,10.09,1.01,71.03,High
22,79.18,62.72,47.91,32.94,6.24,26.05,Low
40,26.66,15.12,8.26,39.69,7.74,71.28,High
20,54.4,56.2,49.27,13.76,24.08,22.45,Low
23,20.32,30.26,46.12,8.02,4.04,52.62,Moderate
29,58.38,40.15,10.6,38.97,8.85,26.45,Low
23,63.37,47.73,46.96,41.41,11.73,9.85,Healthy
21,58.86,43.08,46.45,36.27,18.5,9.98,Healthy
39,23.93,23.19,13.62,7.15,20.02,72.83,High
38,47.36,58.13,13.81,17.84,4.5,50.27,Moderate
21,62.69,53.24,55.18,38.82,21.36,9.66,Healthy
40,24.14,13.82,57.93,7.01,16.92,71.09,High
24,60.4,37.69,50.15,33.8,20.9,7.91,Healthy
39,25.62,32.39,7.86,8.68,5.5,74.77,High
31,66.94,52.99,31.98,13.7,24.61,26.29,Low
31,78.85,47.65,13.7,7.54,14.29,42.54,Moderate
24,61.76,56.57,51.99,23.66,22.9,9.66,Healthy
34,37.19,11.02,20.05,7.43,1.21,72.17,High
26,32.0,45.7,51.09,29.67,14.46,20.11,Low
36,68.54,65.47,52.51,32.47,26.95,29.26,Low
26,56.05,49.27,54.44,26.42,19.65,6.39,Healthy
36,27.47,64.76,42.51,12.17,4.83,55.75,Moderate
20,57.26,59.83,47.85,10.52,18.59,24.33,Low
25,62.27,57.99,41.53,36.29,24.8,7.49,Healthy
29,56.64,62.06,8.74,27.65,12.84,28.25,Low
39,48.25,13.07,8.66,8.68,7.92,71.3,High
22,72.91,43.48,40.52,22.23,11.91,21.69,Low
38,20.94,18.51,12.15,6.56,11.41,79.15,High
26,31.01,37.58,43.99,39.87,16.31,24.44,Low
25,53.32,50.43,56.12,37.87,20.04,4.64,Healthy
40,32.42,38.11,10.64,30.61,29.96,54.57,Moderate
23,40.17,41.14,44.43,34.71,18.89,17.71,Low
25,52.24,51.16,43.52,41.7,16.91,7.35,Healthy
33,78.14,60.87,10.27,22.83,19.59,39.7,Moderate
22,75.15,18.61,15.63,39.71,20.8,36.83,Moderate
25,57.73,45.95,59.08,28.37,13.77,7.62,Healthy
25,45.95,49.28,25.64,45.48,12.2,18.02,Low
24,53.14,52.06,37.16,28.97,22.18,9.46,Healthy
25,38.44,49.38,48.89,21.64,22.55,16.05,Low
23,58.93,68.72,43.53,31.02,23.88,14.84,Low
21,56.29,50.23,36.66,17.45,28.02,18.62,Low
26,72.49,50.97,54.74,37.52,18.64,9.04,Healthy
24,66.85,18.09,43.5,45.76,26.03,26.29,Low
24,61.88,52.36,31.64,26.03,20.02,9.24,Healthy
38,25.01,62.69,36.58,19.4,10.8,52.0,Moderate
28,21.99,26.13,11.23,48.15,9.19,53.51,Moderate
40,35.55,42.73,9.06,16.65,9.61,57.89,Moderate
25,61.39,49.93,40.31,41.59,21.82,3.83,Healthy
27,62.05,23.55,10.1,29.04,21.98,29.25,Low
25,61.41,37.68,58.2,33.58,24.55,9.1,Healthy
25,64.94,44.9,59.27,37.89,22.37,7.07,Healthy
26,63.9,54.54,53.59,39.33,27.92,9.16,Healthy
25,51.86,51.17,55.8,32.75,21.31,5.72,Healthy
28,68.05,30.42,10.24,43.89,18.3,31.12,Moderate
25,60.83,48.59,48.06,33.9,16.74,2.0,Healthy
40,20.98,20.84,13.23,26.29,8.67,70.16,High
22,64.46,56.03,41.66,35.57,17.02,10.88,Low
39,23.75,28.6,7.04,12.5,8.59,73.49,High
39,25.04,34.82,14.64,6.34,9.07,70.7,High
26,73.42,32.55,11.2,7.02,24.94,41.76,Moderate
27,58.57,48.85,41.4,27.76,12.12,9.28,Healthy
24,61.44,47.95,56.61,28.35,23.46,6.08,Healthy
28,53.67,38.75,49.02,21.93,23.53,17.89,Low
40,47.14,12.12,9.71,10.37,11.15,70.32,High
25,25.83,50.54,49.21,39.8,20.86,18.43,Low
38,22.71,69.05,6.15,10.8,26.85,70.69,High
26,54.5,44.11,37.78,34.05,18.28,9.18,Healthy
38,28.82,14.98,20.34,5.15,28.05,74.73,High
24,63.89,55.22,51.95,31.21,17.89,7.02,Healthy
36,23.64,20.15,9.8,11.23,29.58,72.48,High
30,49.0,51.82,11.82,38.66,29.68,27.09,Low
31,51.21,43.93,51.06,16.17,18.95,23.06,Low
22,21.1,50.85,59.18,22.22,25.5,30.67,Moderate
31,38.17,43.71,5.71,17.14,19.68,41.48,Moderate
38,23.74,16.26,16.52,16.61,2.61,75.86,High
23,45.36,20.91,34.7,46.24,26.7,32.45,Moderate
28,31.57,67.98,46.96,28.52,7.39,33.94,Moderate
26,78.06,26.9,29.9,5.24,29.28,43.72,Moderate
24,66.42,45.23,52.8,29.0,20.59,8.52,Healthy
37,26.22,15.73,24.66,5.45,10.54,73.35,High
24,40.82,59.91,55.41,8.19,6.73,34.49,Moderate
24,56.67,51.55,35.6,40.23,26.41,9.0,Healthy
40,56.65,12.2,7.64,8.2,5.53,71.09,High
36,68.96,28.93,34.65,33.77,1.41,41.32,Moderate
36,76.93,30.75,22.15,38.47,18.54,39.78,Moderate
29,38.41,60.27,24.86,25.86,20.03,29.13,Low
27,67.65,50.95,57.14,36.48,18.54,8.14,Healthy
20,70.81,38.37,30.53,21.51,18.33,26.3,Low
33,79.54,20.25,6.14,5.36,3.26,70.02,High
39,34.33,21.59,6.33,10.93,13.34,70.65,High
39,20.27,58.59,48.74,19.19,5.92,54.53,Moderate
40,20.77,13.19,5.78,21.73,19.56,74.94,High
39,30.88,23.5,6.59,9.36,29.95,73.97,High
40,24.14,17.75,5.97,46.81,1.11,79.33,High
21,73.34,40.24,36.74,36.51,25.47,20.53,Low
37,32.59,13.16,20.5,6.26,24.98,70.23,High
40,30.05,12.24,10.29,16.86,4.32,78.47,High
23,59.85,42.8,24.8,30.98,4.44,19.31,Low
26,32.88,44.86,54.69,21.92,1.77,30.91,Moderate
29,32.16,36.72,19.05,42.89,21.23,35.37,Moderate
27,56.8,47.32,48.07,40.24,20.9,6.91,Healthy
23,67.16,35.71,26.98,8.7,22.16,30.74,Moderate
25,54.9,48.32,46.54,46.96,15.27,8.59,Healthy
34,20.92,11.24,9.2,11.77,7.24,77.29,High
40,50.41,24.11,7.96,31.11,22.45,50.43,Moderate
22,71.2,55.37,43.78,11.83,27.22,25.29,Low
39,68.23,12.39,22.3,5.03,3.26,70.41,High
29,52.2,46.47,38.18,27.7,9.58,18.28,Low
27,40.17,31.76,45.9,18.46,18.84,28.33,Low
24,67.18,48.66,44.55,35.52,17.89,6.51,Healthy
25,62.73,64.62,33.02,20.14,24.51,17.94,Low
39,36.82,24.98,35.88,47.02,15.26,49.98,Moderate
21,23.91,19.15,37.05,18.43,20.9,47.03,Moderate
25,63.76,50.88,58.47,40.97,7.89,9.41,Healthy
26,50.55,47.08,31.32,5.59,16.33,26.29,Low
25,60.94,38.44,45.97,34.64,10.99,9.64,Healthy
23,65.79,53.63,33.97,45.54,8.06,17.84,Low
38,28.53,56.64,11.73,29.21,28.54,50.49,Moderate
20,41.53,62.68,50.44,28.25,11.99,26.39,Low
39,30.33,39.96,6.9,9.15,3.49,70.02,High
39,29.83,23.19,11.52,5.81,2.15,80.11,High
39,20.78,12.89,26.43,47.35,4.6,72.41,High
38,28.67,10.52,7.0,41.56,6.21,71.96,High
29,28.67,11.18,29.26,47.03,3.39,55.79,Moderate
37,26.5,17.82,14.6,11.85,6.89,73.25,High
27,53.95,48.94,52.4,36.03,19.65,6.5,Healthy
25,53.49,45.78,55.87,45.05,20.89,8.97,Healthy
25,66.22,46.75,50.98,23.54,23.24,8.97,Healthy
40,69.56,11.07,9.85,7.34,12.46,70.63,High
33,66.93,20.28,31.58,47.46,13.35,38.28,Moderate
37,52.3,32.47,51.18,30.18,20.98,29.74,Low
23,63.2,49.31,57.88,30.19,24.36,7.53,Healthy
38,44.72,22.32,30.61,40.57,4.99,50.14,Moderate
23,67.55,45.38,55.96,46.31,15.7,13.84,Low
23,61.14,31.35,50.5,18.82,13.99,20.17,Low
22,33.19,58.4,47.75,41.31,26.8,25.18,Low
26,54.06,52.73,25.32,15.85,26.73,20.47,Low
25,59.44,56.27,42.07,45.16,25.13,8.62,Healthy
37,30.73,18.75,9.98,17.25,3.21,71.52,High
40,36.96,17.34,15.56,7.62,27.11,71.62,High
37,23.91,34.81,20.06,46.08,13.72,53.72,Moderate
29,66.86,14.82,50.83,34.49,10.51,29.69,Low
25,52.48,51.25,45.41,36.23,24.69,6.06,Healthy
37,58.93,20.79,22.81,35.02,25.75,38.7,Moderate
25,57.32,55.05,43.87,31.68,19.9,5.06,Healthy
25,61.36,57.84,41.01,28.02,20.3,7.45,Healthy
26,56.63,50.42,39.81,35.0,22.33,5.01,Healthy
26,64.03,57.59,55.91,41.25,16.56,9.89,Healthy
20,70.68,52.96,47.62,19.22,4.48,26.2,Low
25,21.64,41.18,33.99,7.23,14.95,40.94,Moderate
25,57.46,40.38,39.41,39.38,17.91,8.72,Healthy
40,20.24,10.64,39.79,46.59,3.64,71.94,High
28,56.08,48.95,59.03,33.44,21.12,7.95,Healthy
25,59.09,62.84,57.49,33.19,22.82,8.5,Healthy
